F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
4.76,1.7,-129.34,USA,-336.12,446.79,47.88,623.34,7,5,17.78,Medium,-8387.16,-2.25,-51.45,950.32,0
12.52,5.28,-226.18,Rest,-233.61,584.79,1.87,164.89,4,3,3.84,Low,-15175.72,-13.32,-31.14,1017.18,1321.36
24.74,12.3,-155.38,USA,-319.41,511.32,7.55,173.18,8,3,10.24,Very low,-11439.65,-6.54,-36.81,1981.96,860.66
14.32,5.24,-96.28,Rest,-223.71,218.4,0.53,-34.68,3,3,20.34,High,-14427.97,-1.2,-29.4,-241.78,3634.18
8.54,21.52,-217.98,Rest,-233.79,508.05,74.62,312.44,6,4,6.48,Very high,-14074.88,5.97,2.37,1785.04,3546.01
1,6.82,-113.26,Europe,-65.58,539.46,1.29,555.04,7,4,-0.82,Low,-16193.18,-1.5,-60.12,1808.68,567.82
2.18,6.6,-134.04,Rest,-125.31,508.38,3.12,-96.97,7,1,3.98,Very low,-16090.16,-35.49,-20.82,2236.76,2274.17
14.48,7.44,-122.58,Europe,-203.22,321.39,1.34,-632.76,2,2,15.12,Medium,-14287.14,-12.3,-40.23,799.22,2370.53
14.36,4.72,-156.74,USA,-477.96,600.24,0.03,12.38,5,6,5.54,Low,-14964.36,-23.19,-44.43,689.26,0
3.14,1.52,-257.14,UK,-288.93,515.7,0.01,-137.32,3,5,16.28,Medium,-14359.61,-3.75,-54.12,1559.24,0
4.56,1.74,-239.8,USA,-185.85,336.75,13.61,436.38,3,3,4.48,Very high,-17609.74,2.85,-7.02,222.64,336.31
13.2,5.8,-84.02,Rest,-133.74,453.12,0.37,545.02,2,7,-2.54,High,-17224.41,-2.19,-44.97,1499.66,204
13.1,4.76,-150.68,Rest,-229.62,576.15,21.19,-68.96,5,8,-0.94,Low,-14402.64,-17.67,-44.73,1971.22,24.04
2.68,2.74,-239.04,Rest,-475.71,653.4,0.03,247.21,3,7,14.54,Very low,-14549.62,-3.48,-35.13,1762.18,0
6.88,3.66,-242.52,UK,-205.44,681.75,0.02,394.05,5,6,5.54,Very low,-12229.05,-5.52,-39.84,1397.1,0
1.78,5.54,-223.96,Europe,-104.49,540.39,1.4,-12.21,6,2,0.3,Medium,-10558.5,-17.07,-30.69,1196.36,1603.33
4.24,5.78,-199.5,UK,-225,554.16,3.42,-35.71,4,2,3.44,Low,-15423.02,-8.22,-43.44,1525.04,413.09
4.88,12.08,-229.24,Rest,-148.53,443.58,0.03,412.03,4,5,-0.26,Low,-23008.43,-17.82,-62.82,695.76,1497.56
15.1,6.86,-169.56,Europe,-123.18,586.14,1.99,134.08,7,4,8.86,Medium,-15725.34,0,-33.72,1089.68,2165.69
2.42,6,-268.74,USA,-240.06,431.61,0.51,434.22,0,3,9.56,Low,-13921.27,-11.85,-25.26,2435,0
12.54,19.76,-95.92,Rest,-122.43,499.71,0.49,-295.45,1,4,9.88,Low,-15414.03,-20.79,-20.91,1262,3739.21
4.46,2.9,-167.8,USA,-178.8,739.29,0.15,78.78,3,7,14.98,High,-12686.83,-22.53,-34.17,912.46,94.21
22.6,4.46,-98.68,UK,-152.76,486.33,5.21,42.16,2,4,14.96,Medium,-16237.46,-13.35,-36.57,2459.56,1609.96
4.78,13.7,-113.4,Rest,-202.92,232.86,1.06,517.27,2,2,8.8,Very low,-14919.9,-25.41,-63.84,1503.24,120.67
8.64,8.5,-195.6,Europe,-253.56,540.36,0.62,-73.73,3,4,2.68,High,-15631.37,-28.29,-31.86,1964.36,614.88
8.42,19.36,-269.86,UK,-74.37,319.29,290.13,115.21,6,5,16.74,High,-17684.54,-14.25,-35.25,1902.62,2872.69
0.68,13.74,-171.28,Europe,-279.93,550.62,3.69,273.67,7,8,16.02,High,-14349.74,-17.28,-32.58,1141.4,261.69
9.14,3.74,-252.14,Rest,-269.94,514.77,0,-69.88,1,5,12.5,Very high,-14793.19,-3.54,-36.15,1636.9,86.63
1.98,2.56,-281.66,USA,-42.21,724.62,10,-39.53,7,6,3.98,Medium,-12574.1,-16.23,-58.11,1468.98,583.84
2.64,6.44,-80.58,USA,-304.08,763.32,6.48,255.74,4,5,-0.68,Low,-6595.93,-18.33,-35.31,852.9,0
3.94,5.68,-165.16,USA,-279.9,621.3,0.16,227.34,4,5,14.66,Low,-16868.89,-2.91,-33.12,1386.48,0
8.02,6.34,-215.14,UK,-168.12,586.41,0,194.79,5,2,8.6,Very low,-16986.29,5.61,-37.14,1936.68,794.17
9.26,10.26,-220.9,USA,-208.23,422.07,25.87,12.36,3,3,0.12,Very low,-12018.28,-5.46,-36.06,1176.98,419.97
10.12,6.24,-215.32,USA,-229.86,572.55,0.18,-138.05,4,2,7.18,Very high,-12050.74,10.65,-34.95,581.18,1198.31
21.98,4.56,-233.74,USA,-130.74,540.75,0.11,-164.68,2,1,11.9,Medium,-16875.5,6.96,-36.39,1391.64,1491.63
8.76,20.32,-151.38,Rest,-216.75,312,15,309.57,4,2,5.54,Low,-15566.99,-15.63,-40.02,1372.62,3241.77
8.6,7.84,-275.2,USA,-181.77,568.83,13.54,-143.3,3,3,-1.4,Very high,-18783.34,-2.4,-48.18,1693.66,789.57
2.9,16.56,-195.24,Europe,-222.57,533.85,3.19,-463.47,5,2,10.68,Very low,-26200.12,-13.47,-32.97,1553.66,1709.64
8.64,3.5,-247.6,Rest,-98.22,417.84,2.06,319.45,2,4,0.34,Low,-17295.01,-5.31,-43.68,2755.34,0
5.38,2.8,-239.68,Europe,-165.84,475.68,6.07,100.9,5,6,-2.8,Low,-15735.07,-22.38,-39.39,743.74,430.12
5.22,7.92,-315.88,USA,-209.94,421.32,5.88,421.5,6,8,1.62,Very low,-17440.98,-26.82,-43.77,2100.34,0
4.62,6.36,-212.68,USA,-245.25,522.3,1.92,551,0,7,16.1,Very low,-23575.4,-14.28,-36.06,1095.86,0
7.84,23.8,-159.26,Europe,-156.39,556.5,0.33,-305.59,5,7,1.7,Very low,-15683.03,-10.29,-43.41,1325.1,2102.07
8.82,11.08,-200.48,USA,-276.03,154.92,0.26,494.03,2,3,0.7,Very high,-14099.23,-18.63,-17.58,2073.6,79.88
6.64,3.04,-271.56,Rest,-160.38,472.5,6.89,-271.25,4,1,10.82,Low,-15798.11,-10.98,-41.19,2196.46,1694.88
5.96,5,-219.28,UK,-274.8,554.37,0.3,292.98,5,4,8.6,Very low,-13014.02,-25.53,9.12,1867.54,0
12.58,12.96,-189.66,Rest,-146.04,465.87,0.15,348.24,5,6,12.14,Very low,-15636.07,4.89,-21.18,897.88,2534.16
7,1.28,-244.24,USA,-40.92,508.59,1.81,193.12,7,4,6.4,High,-15351.11,-5.82,-39.99,745.1,1142.75
2.48,2.26,-106.72,Europe,-251.19,458.46,0.03,218.08,4,5,8.3,Low,-16326.69,-24,-52.65,1092.76,0
2.66,1.4,-142.26,USA,-368.04,532.41,3.54,51.46,5,3,8.5,Medium,-15229.53,-13.89,-39.39,2749.02,0
6.14,6.52,-253.64,USA,-364.65,466.41,0.21,-46.9,7,3,0.3,Very low,-14242,-16.56,-41.97,1690.72,13.95
3.28,6.72,-136.28,Rest,-266.73,596.13,1.22,23.81,1,4,9,Medium,-1940.74,-10.02,-36,1242.74,0
7.62,10.54,-205.12,Rest,-356.22,800.7,0.3,561.3,7,4,7.56,Very low,-12710.07,-20.73,-40.74,171.1,197.74
16.46,7.42,-245.5,Rest,-277.92,352.17,0.03,194.26,5,2,7.78,Medium,-14732.41,7.62,-20.97,1865.24,2031.42
6.66,3.56,-216.84,UK,-262.8,667.23,0.35,536.91,5,3,11.72,Very low,-19390.28,-6.51,-32.07,2266.04,0
7.3,7.84,-68.28,UK,-67.08,492.42,0.15,321.92,6,6,11.28,Very high,-13841.65,-6.9,-53.7,2352.74,1792.71
3.2,17.44,-278.4,USA,-159.81,536.82,66.54,314.41,4,4,23.36,Very low,-16584.22,-7.71,-36.96,767.14,552.63
0.58,6.26,-278.26,USA,-282.54,448.53,0.03,-189.51,3,5,0.34,High,-9211.36,-1.05,-25.47,1484.2,19.96
7.9,3.38,-162.94,UK,-281.64,545.43,0.01,16.72,3,1,13.56,Medium,-5594.76,2.34,-42.54,2355.72,0
1.38,16.74,-235.34,Europe,-243.78,710.01,0.5,-118.07,5,3,-9.02,Low,-21656.54,-16.53,-27.12,987.1,1398.87
3.18,15.76,-220.96,Rest,-271.59,807.63,0.2,6.87,3,6,4.58,Very high,-17069.41,-10.92,-37.26,1361.24,1179.69
6.5,7.38,-126.24,Europe,-186.57,827.49,4.48,-456.7,3,5,3.76,Very high,-16202.16,-15.66,-27.84,949.16,1699.59
10.4,9,-157.14,UK,-372.75,557.46,7.21,-127.05,6,3,-5.82,Very low,-19173.78,-9.78,-66.63,710.32,991.99
1.54,5.3,-138.04,UK,-368.16,455.25,319.02,-402.54,1,2,9.76,Medium,-15827.58,-33.63,-52.77,622.94,0
6.18,11.34,-154.52,Europe,-169.35,791.37,0.03,231.96,4,5,0.72,High,-13586.7,-21.9,-39.75,1309.44,1082.86
0.92,3.16,-179.34,Rest,-117,450.81,0.15,-255.26,5,2,15.4,Medium,-15784.46,-10.38,-28.98,1123.84,3096.28
3.14,5.7,-244.82,UK,-236.67,511.32,0.01,132.68,2,8,13.92,High,-17725.46,-20.64,-25.05,1728.2,0
1.6,5.52,-181.06,USA,-229.29,447.9,0.19,878.12,1,4,4.52,Very high,-12689.04,-16.26,-41.43,1093.12,0
12.62,1.58,-186.44,Europe,-170.43,551.22,0.05,212.41,3,4,18.42,Very low,-16255.86,-8.91,-48.84,1311.14,261.47
10.14,4.44,-180.24,USA,-417.72,476.64,0.11,447.78,4,5,11.12,High,-17588.11,-3.42,-38.7,1959.1,0
3.9,13.08,-216.02,USA,-238.11,602.64,7.1,170.24,9,1,-0.66,High,-10019.87,-11.28,-34.95,1011.6,1323.82
18.66,3.34,-173.3,Europe,-176.91,523.86,0.43,269.34,6,7,-0.86,Very high,-14819.54,-12.45,-46.95,532.7,1704.17
1.82,4.22,-271.6,Rest,-305.43,524.67,5.57,75.03,5,4,6.06,Low,-14984.12,-16.98,-23.91,2485.64,0
3.68,8.78,-279.76,UK,-184.71,492.9,0.19,74.29,7,3,6.6,Low,-18041.31,-19.56,-55.38,2771.96,399.34
2.38,3.26,-218.6,Europe,-200.91,475.32,2.08,222.27,3,4,10.12,Very low,-23245.57,-8.31,-31.17,914.62,0
25.5,4.04,-185.9,Europe,-174.69,635.91,87.52,716.34,3,3,13.36,Medium,-19376.61,-23.91,-35.43,1744.62,908.4
8.22,13.46,-135.42,Rest,-143.79,513.66,1.32,-161.76,4,9,6.48,High,-22216.75,-3.54,-50.97,1143.6,2952.31
13.26,8.44,-222.42,Rest,-30.6,524.88,0.14,-4.41,4,1,6.5,Low,-15982.24,-5.46,-34.77,2856.6,3554.53
20.68,5.2,-212,UK,-118.23,503.07,0.2,-44.24,5,3,0.76,Very high,-14233.83,-17.55,-46.74,2135.5,2864.29
0.84,5.64,-186.32,USA,-243.24,518.37,0.43,154.64,4,6,7.94,Low,-17676.62,-9.9,-24.51,1699.08,0
10.24,8.44,-176.44,USA,-232.77,717.81,1.65,268.47,6,3,-1.68,Very low,-18303.67,-17.97,-33.93,1465.22,312.91
7.18,4.04,-105.92,UK,-105.12,835.74,3.49,31.17,5,3,8.42,High,-17599.24,-7.53,-35.94,1465.08,2334.96
4.64,3.16,-219.62,UK,-265.95,485.43,0.28,56.78,1,6,5.34,Very low,-15886.35,-10.95,-34.11,1522.2,0
7,10.82,-167.1,Rest,-222.63,364.29,3,-21.05,8,2,5.8,High,-12729.02,-6.69,-49.59,1864.16,3513.19
12.98,11.52,-164.98,UK,-226.59,529.44,0.83,236.64,4,3,2.38,Very high,-18855.99,-10.14,-52.14,1530.96,2369.29
1.14,13.98,-109.08,Europe,-193.83,943.02,0.24,-87.9,5,5,2.14,Very low,-10214.51,-15,-32.67,745.7,1052.74
10.26,6.42,-89.3,UK,-103.26,606.78,0.02,-248.86,5,2,6.82,Very high,-16787.83,-15.66,-30.06,1516.26,2908.23
11.1,12.8,-289.22,UK,-108.27,571.14,0.02,328.34,2,2,16.72,High,-13056.54,-20.79,-34.56,583.28,2816.9
2.98,13.82,-212.72,USA,-176.52,597.09,0,631.93,7,5,6.9,Medium,-5516.65,-13.05,-39.81,1851,248.81
7.38,2.94,-208.1,UK,-151.29,380.01,0.22,359.51,6,3,7.92,Very low,-13389.81,-21.93,-29.97,1664.06,51.57
6.06,18.22,-137.92,Europe,-262.26,505.98,0.01,-702.67,0,2,0.42,Very low,-19354.18,9.84,-43.8,2051.76,1204.66
12.52,6.2,-181.02,UK,-271.08,453.09,0.04,55.39,9,4,12.7,Medium,-17052.5,-16.53,-21.72,874.92,2439.73
6.96,9.76,-200.94,Rest,-248.58,343.29,3.81,-346.65,5,4,16.58,Medium,-12738.59,-9.54,-35.64,1824.12,2171.7
16.58,4.52,-349.12,Europe,-160.53,585.45,1.85,-33.15,5,2,6.1,Low,-18139.09,-24.96,-31.56,1656.72,1660.16
8.5,6.88,-168.5,UK,-304.89,605.1,0.73,320.77,4,4,8.44,High,-16043.3,-8.43,-38.88,2093.92,0
5.5,13.92,-213.28,USA,-318.36,550.14,198.12,401.91,8,3,8.2,Medium,-18624.69,-32.7,-36.78,1460.24,355.64
6,7,-155.42,Rest,-155.49,627.99,0.03,-21.92,6,3,3.38,Medium,-13808.11,8.82,-36.06,1734.74,2771.1
3.54,19.36,-179.8,Europe,-166.35,538.41,0.68,-285.83,3,4,10.86,High,-22322.76,-4.98,-31.62,1044.02,2250.93
14.9,2.12,-141,USA,-227.04,440.82,39.25,546.3,3,2,3.42,Medium,-19997.5,-4.89,-53.97,1073.52,204.91
9.46,2.48,-147.5,Europe,-322.59,508.89,971.84,12.3,3,4,3.34,Very low,-19675.17,-11.4,-7.8,1724.58,0
6.98,3.7,-180.82,USA,-140.13,512.4,0.27,266.78,4,3,13.02,Low,-20610.12,-6.9,-54.81,2733.46,7.3
1.1,6.66,-45.86,USA,-161.55,304.74,0,-9.07,3,5,8.58,Low,-16650.13,-14.34,-44.88,1823.2,25.89
1.48,2.94,-241.18,USA,-240.21,506.49,0.02,-183.1,3,6,18.32,Medium,-15173.7,-15.69,-35.4,2852.82,0
6.22,21.48,-281.5,USA,-184.86,528.99,0.07,64.78,8,1,8.7,Very high,-16849.51,-7.14,-37.44,1026.76,2438.66
10.46,15.66,-250.24,Europe,-166.98,472.29,0.09,-88.17,6,3,5.48,Medium,-18299.41,-18.27,-40.26,1483.52,2391.99
3.04,1.28,-215.02,USA,-150.39,464.91,742.99,420.21,4,5,4.52,Medium,-23345.79,-16.08,-48.6,1171.36,0
9.94,11.94,-215.58,Rest,-261.3,344.04,0.02,-453.85,2,2,8.38,Low,-11536.39,2.13,-40.32,2062.66,2280.15
0.76,2.72,-265.32,Europe,-351.6,621.66,113.37,-263.75,3,5,12.82,Low,-20731.71,11.67,-32.37,1770.52,0
12.08,9.78,-113.76,USA,-191.61,663.84,0.85,54.16,4,4,-5.3,Very low,-10158.72,-19.74,-30.3,1595.98,423.69
28.84,6.02,-87.72,Rest,-306.48,520.89,9.84,479.83,4,3,13.62,Very low,-18184.76,-6.87,-33.87,1852.54,704.46
9.74,8.04,-341.42,Europe,-257.58,674.4,27.53,-307.33,3,4,4.54,Low,-15046.04,-16.86,-34.98,2137.02,444.22
5.14,12.16,-195.34,UK,-159.87,624.57,4.85,-119.94,3,5,8.52,Low,-14093.11,-1.5,-33.36,1585.28,1234.98
6.72,6.38,-290.46,UK,-262.41,567.27,0.02,339.75,4,6,4.88,Low,-15840.36,1.32,-33.36,2034.26,0
10.66,8.46,-311.18,Rest,-237.84,515.49,24.31,59.21,3,3,8.96,High,-30507.95,-8.7,-16.71,1059.54,2473.75
5.1,5.82,-196.66,UK,-234.66,643.29,0.08,610.69,2,2,4.22,Medium,-15171.18,-6.78,-45.24,595.02,0
16.38,0.92,-139.58,USA,-158.16,537.81,0.03,625.67,1,7,7.18,Very low,-14986.71,-4.83,-54.39,1774.68,0
11.64,4.02,-183.76,Rest,-314.1,511.38,23.83,96.19,0,4,9.9,Low,-9021.56,-15.24,-36.3,1691.3,0
8.7,14.94,-208.34,UK,-249.6,537.6,8.83,580.72,5,2,-5.62,High,-17723.17,-15.3,-33.3,1458.06,1758.12
3.98,4.78,-147.42,USA,-339.18,486.3,0.04,51.08,3,10,12.02,High,-11844.84,8.4,-72.81,1640.3,0
12.16,1.44,-117.78,UK,-261.99,584.22,1.49,175.87,2,5,11.76,Medium,-14745.88,-9.24,-33.99,1817.28,0
8.94,2.96,-149.38,UK,-150.12,565.35,0,-85.82,4,1,11.4,Medium,-14890.62,2.64,-36.66,1203.72,2427.17
9.7,6.54,-234.08,UK,-275.64,599.01,0.02,-366.43,9,4,3.1,Medium,-18520.52,-12.06,-46.98,1664.86,2399.79
8.3,1.82,-241.4,Europe,-241.08,529.41,0.05,-11.74,3,4,5.98,Low,-20203.25,-8.91,-46.95,977.28,209.77
13.18,14,-224.8,Rest,-131.22,465.51,0.03,397.11,1,5,11.54,High,-19449.64,-11.7,-21.39,729.68,3237.56
18.6,8.74,-115.08,Europe,-318.81,602.13,3.22,230.11,6,2,17.68,Medium,-5370.65,-10.17,-41.19,1565.08,1277.18
3.48,1.24,-174.12,Rest,-360.33,534.33,0,446.33,2,2,8.42,Low,-11395.4,-12.09,-48.36,1513.58,0
2.6,2.06,-202.02,USA,-190.56,622.02,0.17,-303.88,5,1,4.92,Very low,-14522.75,9.36,-45.93,1635.3,336.25
19.58,5,-138.36,UK,-180.51,537.99,0.1,108.62,3,1,1.88,Low,-20214.92,-21.06,-48.09,1128.16,2537.01
4.76,0.74,-73.5,UK,-328.23,503.76,1.66,-292.75,4,6,-0.02,Very low,-16725.96,-5.25,-45.06,636.26,0
9.54,4.46,-204.92,Europe,-216.78,366.03,768.07,44.77,4,7,15.2,Very high,-17038.49,-13.56,-26.13,2086.62,194.97
2.8,1.22,-244.32,UK,-255.09,471.84,1.98,-121.13,2,3,16.66,Very high,-16777.19,-7.41,-35.73,1299.66,0
4.28,6.6,-156.14,Rest,-227.88,573.66,1.84,318.55,5,4,7.98,Medium,-21197.62,-7.53,-33.3,1550.16,112.05
4.9,12.26,-151.8,USA,-142.8,544.44,1.02,74.93,4,5,10.9,Medium,-19780.7,0,-28.53,1413.76,575.19
11.64,2.62,-158.74,Rest,-162.51,625.65,0.03,351.14,4,3,13.24,Very low,-14426.79,-26.85,-20.67,2095.8,54.68
1.78,5.72,-234.94,Europe,-141.42,504.84,0.01,55.97,4,3,9.7,High,-10990.11,-27.54,-21.48,1319.6,1051.99
6.54,12.8,-146.98,USA,-196.11,562.41,41.26,83.35,3,4,6.06,Very low,-15175.73,1.92,-38.34,1739.24,207.95
7,7.66,-158.9,Rest,-310.05,529.47,70.05,298.4,4,5,3.5,High,-15140.56,-6.66,-15.9,931.78,87.17
5.84,7.34,-297.48,UK,-12.45,847.56,2.37,137.86,7,2,15.86,Low,-18469.16,9.03,-27.51,1534.52,2773.9
6.4,17.58,-267.02,UK,-214.8,471.27,19.19,406.46,3,5,5.14,Medium,-11582.85,-26.19,-52.14,2308.14,0
5.38,0.76,-140,Europe,-188.64,290.76,0.2,251.3,5,5,0.18,Low,-18571.03,-15.33,-36.27,1706.48,0
3.3,5.5,-327.68,USA,-185.7,525.12,0.02,-639.22,7,3,-0.2,High,-15482.11,-17.88,-37.89,1042.32,1395.28
4.34,4.32,-179.68,USA,-189.69,556.53,2.91,589.87,7,3,6.32,High,-15687.2,1.29,-31.74,1207.38,294.22
13.92,1.64,-144.08,USA,-204.57,295.26,1.18,907.36,3,7,4.3,Very low,-9161.13,-4.65,-37.92,698.12,0
1.56,5.92,-115.22,Rest,-144.75,499.05,23.3,-78.89,2,4,8.68,Low,-11352.58,-12.54,-35.43,1664.38,140.26
4.98,2.18,-267.8,USA,-88.47,549.33,0.68,174.68,3,5,9.3,Medium,-12931.55,-26.97,-58.02,1553.12,170.14
5.3,10.78,-120.5,UK,-179.13,638.52,0.25,204.6,0,3,-3.1,Medium,-14768.76,-12.12,-54.42,1809.26,0
3.64,2.04,-168.14,USA,-315.6,477.09,1.55,-141.84,4,1,2.26,Low,-23412.57,-9.93,-44.13,1238.86,64.44
12.18,4.32,-192.76,Europe,-201.3,602.4,0.18,375.37,3,3,2.82,Medium,-13293.27,2.7,-60.54,1137.52,652.31
3.36,9.38,-174.32,UK,-195.15,434.28,0.13,463.93,1,3,5.76,Very low,-13759.49,-19.2,-38.4,468.26,0
5.78,7.3,-227.1,Europe,-254.46,661.62,0.25,-32.44,5,5,2.68,Very low,-18934.41,-13.71,-51.81,2349.68,0
29.24,13.08,-126.58,Rest,-372.09,659.73,261.22,106.95,5,4,-0.28,Low,-11315.16,4.92,-63.21,1809.2,2846.23
2.28,4.32,-101,USA,-124.2,588.96,0.22,-132.19,2,4,-3,Low,-18447.65,-25.14,-23.07,1103.66,261.65
17.5,7.94,-91.2,UK,-36.24,713.91,130.96,298.22,6,4,9.9,Very high,-16222.2,-12.84,-35.19,1725.88,2904.53
9.12,3.68,-140.72,Europe,-199.08,546.63,0.02,-120.39,3,7,5.18,Low,-26185.52,-3.78,-17.4,1657.02,0
7.94,3.06,-261.96,UK,-264.33,518.22,1.04,528.38,3,1,7.98,High,-15811.82,-12.3,-26.97,1849.72,0
4.24,6.88,-61.32,UK,-240.87,606.15,0.41,238.81,3,6,-3.42,Very high,-14810.23,-3.51,-41.01,1002.88,0
4.12,4.06,-182.1,Rest,-65.01,465.36,76.82,289.93,1,6,8.78,Very low,-24647.79,-15.18,-35.49,1726.58,0
1.88,8.02,-127.3,USA,-69.78,600.15,0.1,478.74,5,4,5.62,Low,-20318.36,-21.15,-21.27,210.86,639.53
7.18,3.38,-216.8,Europe,-182.94,1097.4,34.58,79.33,3,5,6.02,Very high,-19984.75,6.33,-11.31,1375.72,620.51
11.92,5.82,-264.88,Europe,-210.63,698.07,0,494.81,6,2,7.64,Low,-17362.39,4.2,-13.77,672.84,1208.17
2.36,2.18,-126.34,UK,-309.33,411.27,0.05,388.63,3,1,4.54,Low,-18993.26,-15.39,-24.66,518.08,0
8.56,10.2,-264.88,Rest,-129.51,615.63,4.67,168.97,1,5,6.98,Medium,-14098.92,-16.17,-35.43,1023.92,1668.45
2.3,12.54,-47,Europe,-183.03,696.6,21.53,-264.38,4,7,4.16,Medium,-25617.41,-17.19,-40.62,1534.44,804.32
2.6,8,-119.58,Rest,-270.3,842.61,1.1,623.78,6,5,1.96,Very high,-19887.05,-6.57,-12.75,1173.02,51.91
11.94,12.82,-180.86,UK,-269.49,466.32,0.03,264.54,3,4,9.02,High,-19518.14,-4.38,-42.27,1626.02,1125.95
6.66,6.08,-152.98,Europe,-269.01,619.68,0.1,359.5,4,2,11.36,Low,-10962.24,-4.23,-44.82,2168.02,0
6.18,23.04,-153.96,UK,-361.47,457.74,0.8,-49.93,3,3,7.36,Medium,-16151.59,3.39,47.16,1526.2,1650.33
12.92,18.76,-190.42,Europe,-192.9,541.41,1015.73,-99.54,7,4,-8.72,High,-23266.48,-24.6,-55.56,1246.64,2864.75
3.4,8.34,-278.58,Europe,-313.68,335.76,0.1,158.51,2,2,15.94,Medium,-16108.43,-9.96,-43.53,1623.72,0
15.72,6.34,-131.8,Rest,-111.63,518.13,617.59,535.83,2,5,5.02,Medium,-1770.46,-19.44,-25.11,1222.64,1248.21
5.46,9.52,-178.16,USA,-226.08,594,0,215.65,3,4,5.04,Medium,-7783.12,11.79,-28.89,1644.62,134.48
19.2,5.42,-209.88,USA,-289.14,591.54,15.92,439.05,5,3,8.46,High,-9260.21,-15.39,-41.49,713.46,639.35
0.36,10.38,-205.32,Rest,-222.24,370.98,2.58,-561.94,4,7,8.46,Medium,-14168.91,-23.64,-58.68,1748.82,701.35
6.94,8.22,-169.7,UK,-131.13,534.27,58.8,146.97,3,3,12.74,High,-17039.04,-16.56,-31.77,1686.78,1760.14
9.2,5.52,-215.08,USA,-53.82,696.24,18.05,-124.51,2,3,2.18,Low,-18717.12,0.27,-35.61,789,998.85
3.06,21.92,-225.34,UK,-118.05,685.53,15.56,19.55,4,1,11.06,Low,-11513.16,-13.35,-6.9,1521.68,2840.49
9.58,6,-213.84,UK,-260.97,542.67,0.29,69.91,3,2,10.04,Very low,-9650.31,-22.05,-24.84,1717.18,0
3.78,16.78,-59.08,Europe,-170.01,306.18,1.61,25.76,6,2,8.82,Very high,-14976.54,-15.45,-34.23,2050.12,2121.36
13.88,2.8,-265.94,Europe,-134.64,514.02,391.1,-212.71,3,4,16.68,High,-13913.6,-6.15,-35.67,986.04,1759
12.68,11.52,-252.44,Rest,-165.42,489.42,0.56,-728.3,2,4,12.16,Very low,325.52,-23.16,-16.95,983.26,3679.04
3.12,11.12,-149.86,USA,-178.08,682.05,0.49,416.42,3,7,16.14,Medium,-19117.72,-18.48,-31.26,1552.24,0
5.54,8.92,-274.96,Europe,-182.91,480.72,1.12,-51.85,2,0,4.28,Very high,-14978.62,-35.31,-33.9,1891.64,1486.25
1.76,4.1,-231.94,UK,-250.47,649.17,0.51,500.98,3,2,11.1,Low,-17209.9,-8.55,-32.4,1776.84,0
5.12,3.72,-139.38,UK,-266.19,541.44,0.16,200.66,4,2,6.86,Medium,-18423.15,-7.95,-35.16,1000.5,54.61
22.94,3.24,-190.5,UK,-215.16,660.9,0.03,-220.69,5,2,12.96,High,-18831.18,-3.15,-34.56,1580.62,2840.93
9.84,2.92,-231,UK,-134.13,450.63,44.55,168.17,7,0,7.2,Medium,-14952.5,-15,-27.09,2282,2253.52
13.76,4.86,-158.14,USA,-310.14,361.5,0.07,-37.04,0,6,-5.48,Very high,-13890.85,4.11,-46.11,1191.94,70.56
5.44,6.42,-179.12,USA,-75.51,504.78,0.13,-335.75,2,4,7.14,Low,-21199.04,-15.09,-44.19,1977.68,515.16
6.34,2.02,-90.32,UK,-261.42,392.07,2.17,466.42,5,3,8.12,Low,-15955.5,1.65,-31.74,859.88,0
13.28,5.36,-187.4,USA,-217.41,509.1,0.03,256.78,3,2,8.08,Medium,-16151.81,-7.38,-32.07,1376.72,429.02
4,10.46,-268.46,Europe,-300.42,496.05,0.1,-89.68,6,6,0.2,High,-17357.78,7.59,-28.41,1287.92,668.66
3.92,4.28,-122.22,UK,-206.94,570.69,9.95,348.42,5,1,-0.98,Very low,-8888.35,-26.73,-33.78,1297.14,0
14.36,7.78,-159.62,Europe,-203.64,612.3,0.01,-41.41,4,5,0.12,Very high,-15598.72,0.96,-32.55,2595.44,1073.28
12.98,20.24,-254.16,UK,-33.6,576.93,0.77,221.7,3,3,15.4,Very low,-9805.12,-15.03,-59.61,1721.88,2853.23
8.8,7.86,-231.9,USA,-25.8,605.76,0.15,-107.01,5,4,5.32,High,-14710.73,-7.23,-35.88,916.6,1727.23
2.42,13.62,-259.78,Rest,-166.65,529.83,1.98,256.87,6,1,9.54,Low,-9584.02,-18.72,-29.25,1143.52,3226.37
11.14,4.02,-109.38,UK,-290.91,588.54,0.33,-6.66,2,4,2.54,Medium,-10697.61,-6.93,-39.48,1018.26,0
6.54,9.62,-206.62,Europe,-319.68,198,30.68,443.1,3,3,10.16,Medium,-13407.83,-24.6,-42.27,1079.42,0
4.02,12.52,-113,Rest,-269.91,516.78,1.59,599.19,2,3,12.38,High,-24613.76,6.33,-43.56,822.82,211.1
8.5,20.98,-191.84,Europe,-219.9,622.29,50.84,590.99,2,3,4.4,Very low,-12317.5,-10.26,-14.55,1444.36,615.93
6.6,9.58,-197.78,USA,-164.91,614.52,5.28,-15.75,2,2,-3.62,Medium,-14545.57,-17.61,-52.95,1417.54,609.84
